age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture
77,F,541,En_Couple,1,false
73,M,564,En_Couple,1,false
78,M,581,Célibataire,0,false
43,M,452,En_Couple,0,false
52,M,216,En_Couple,1,false
32,M,1214,En_Couple,3,false
31,M,984,En_Couple,1,false
33,F,577,En_Couple,4,false
30,F,563,En_Couple,0,false
69,M,574,Seule,1,false
47,M,590,En_Couple,1,true
20,M,1134,En_Couple,2,false
73,M,805,En_Couple,1,false
53,F,442,Célibataire,0,false
41,F,1271,Célibataire,0,false
44,M,166,Célibataire,0,false
43,M,1385,Célibataire,0,false
36,M,170,En_Couple,1,false
25,F,421,Seule,2,false
22,M,514,En_Couple,1,false
66,M,513,En_Couple,4,false
49,M,165,En_Couple,2,false
21,M,441,Célibataire,0,false
18,M,169,En_Couple,4,true
67,M,453,En_Couple,4,false
71,M,965,Célibataire,0,false
44,F,525,En_Couple,0,false
76,M,495,En_Couple,4,false
52,M,246,En_Couple,0,false
19,M,1149,Célibataire,0,false
34,M,157,Célibataire,0,false
62,M,221,En_Couple,0,false
34,M,578,En_Couple,4,false
56,M,841,En_Couple,4,false
81,M,458,En_Couple,1,true
27,M,1069,Célibataire,0,false
35,M,893,Seule,1,false
50,M,474,En_Couple,4,false
59,M,225,En_Couple,0,false
45,M,598,Célibataire,0,false
71,F,1207,En_Couple,0,false
70,M,232,En_Couple,2,false
66,M,522,En_Couple,4,false
37,F,529,En_Couple,4,false
23,F,464,En_Couple,2,true
22,F,565,En_Couple,0,true
74,F,564,Célibataire,0,false
41,M,445,Célibataire,0,false
30,F,560,En_Couple,1,false
29,M,1148,En_Couple,1,false
48,F,429,Célibataire,0,false
35,M,412,En_Couple,4,false
29,F,1038,En_Couple,1,false
33,M,249,En_Couple,1,false
18,M,594,Célibataire,0,false
67,M,416,En_Couple,3,false
57,M,548,En_Couple,2,true
33,M,1055,En_Couple,2,false
33,M,559,En_Couple,4,true
24,F,182,Célibataire,0,false
41,M,245,En_Couple,0,true
37,M,157,En_Couple,3,false
43,M,405,En_Couple,4,false
54,M,589,En_Couple,1,true
21,M,533,Célibataire,0,false
76,M,1358,Célibataire,0,false
37,M,452,En_Couple,1,false
59,F,452,En_Couple,0,false
38,F,536,En_Couple,4,false
53,F,594,En_Couple,3,false
47,M,1319,En_Couple,3,false
49,F,913,En_Couple,3,false
68,M,1157,Célibataire,0,false
27,M,210,En_Couple,1,false
18,M,477,En_Couple,3,true
41,M,594,En_Couple,3,false
18,F,533,Célibataire,0,false
73,M,578,En_Couple,2,true
25,M,477,En_Couple,2,false
21,M,584,En_Couple,3,true
34,M,558,En_Couple,4,false
52,M,745,En_Couple,4,false
58,M,172,En_Couple,0,false
70,F,516,Célibataire,0,false
21,F,553,En_Couple,0,false
33,F,433,En_Couple,3,false
59,M,500,Célibataire,0,false
23,M,177,Célibataire,0,false
56,F,246,Célibataire,0,false
59,M,1399,En_Couple,2,false
35,M,511,En_Couple,4,false
79,M,1144,En_Couple,0,false
33,M,582,Célibataire,0,false
59,M,552,En_Couple,4,false
50,M,468,En_Couple,0,false
60,F,1319,En_Couple,4,true
19,F,439,Célibataire,0,false
36,M,241,En_Couple,3,false
18,M,479,En_Couple,3,false
59,M,412,En_Couple,1,false
23,M,594,Célibataire,0,false
53,F,469,Célibataire,0,false
20,M,501,En_Couple,0,false
72,M,528,En_Couple,1,false
58,M,505,Célibataire,0,false
29,F,1031,Célibataire,0,false
51,M,520,Célibataire,0,false
20,M,422,Célibataire,0,false
19,F,448,En_Couple,0,false
78,M,550,Célibataire,0,false
33,F,900,En_Couple,0,false
50,M,235,En_Couple,4,false
83,M,208,En_Couple,2,false
38,F,1274,Célibataire,0,false
72,M,548,Célibataire,0,false
59,M,1030,En_Couple,1,false
61,F,958,En_Couple,0,false
41,M,445,En_Couple,2,false
33,M,563,Seule,3,false
36,M,746,En_Couple,2,false
18,M,454,En_Couple,3,false
55,M,742,En_Couple,2,false
21,M,548,En_Couple,3,true
37,F,431,Célibataire,0,false
19,M,481,En_Couple,0,false
62,M,1110,Célibataire,0,false
29,F,249,En_Couple,1,false
24,F,506,En_Couple,4,false
59,M,469,En_Couple,4,true
73,F,185,Célibataire,0,false
50,F,921,Célibataire,0,false
64,M,459,En_Couple,3,false
77,M,407,Célibataire,0,false
59,M,596,Célibataire,0,false
27,M,1257,En_Couple,0,false
39,M,225,Seule,3,false
44,F,1283,En_Couple,1,false
44,M,569,Célibataire,0,false
28,M,594,En_Couple,3,false
33,M,894,En_Couple,2,false
70,M,770,Célibataire,0,false
33,F,215,En_Couple,1,true
42,F,859,En_Couple,0,false
30,F,231,En_Couple,4,false
48,M,1023,En_Couple,2,false
44,M,475,Célibataire,0,false
19,M,210,Seule,2,false
75,M,457,En_Couple,0,true
52,F,406,Célibataire,0,false
48,M,508,Célibataire,0,false
26,M,733,En_Couple,2,true
37,M,1003,Seule,3,false
52,M,1396,En_Couple,0,false
47,M,438,Seule,1,false
50,F,450,En_Couple,0,false
55,M,165,En_Couple,0,false
60,M,428,En_Couple,0,true
70,M,427,En_Couple,3,false
37,F,573,En_Couple,3,false
18,M,1348,En_Couple,2,true
19,M,178,En_Couple,2,false
24,M,463,Célibataire,0,false
21,F,1117,Célibataire,0,false
23,M,499,Célibataire,0,false
51,M,550,Seule,1,false
42,M,194,Célibataire,0,false
45,M,164,Célibataire,0,false
43,M,561,En_Couple,2,true
53,M,518,Célibataire,0,false
62,M,155,Célibataire,0,false
21,F,588,En_Couple,0,false
64,F,1005,En_Couple,2,false
77,M,1100,En_Couple,0,false
55,M,246,Seul,0,false
64,M,787,En_Couple,3,false
20,M,543,Célibataire,0,false
63,M,532,En_Couple,1,false
33,F,165,En_Couple,0,false
22,F,192,En_Couple,0,false
38,M,150,En_Couple,2,false
48,M,754,En_Couple,4,false
71,M,538,En_Couple,3,false
19,F,414,Célibataire,0,false
58,M,247,Célibataire,0,false
29,M,553,En_Couple,0,true
35,M,167,En_Couple,2,false
51,F,191,En_Couple,0,false
49,M,419,Célibataire,0,false
53,M,718,En_Couple,4,false
49,F,869,Célibataire,0,false
25,M,1349,En_Couple,3,false
27,F,543,En_Couple,3,false
80,F,1325,Célibataire,0,false
41,M,553,Célibataire,0,false
20,M,423,En_Couple,2,false
34,M,480,En_Couple,1,false
57,M,445,En_Couple,3,true
63,M,518,Seule,3,false
77,M,421,En_Couple,3,false
18,M,1010,En_Couple,0,false
21,M,1118,Célibataire,0,false
53,M,412,En_Couple,0,false
26,M,578,Célibataire,0,false
47,F,207,En_Couple,0,false
20,F,772,En_Couple,1,false
23,M,1292,En_Couple,2,false
27,M,202,Célibataire,0,false
24,M,236,En_Couple,4,false
24,M,560,En_Couple,3,false
36,M,491,En_Couple,0,true
69,F,1176,Célibataire,0,false
43,F,564,En_Couple,0,false
31,F,1194,Célibataire,0,false
24,F,161,Célibataire,0,false
20,M,798,En_Couple,1,true
18,M,546,En_Couple,2,true
51,M,449,En_Couple,2,false
29,M,189,En_Couple,3,false
64,M,443,En_Couple,0,false
19,F,156,Célibataire,0,false
46,F,871,En_Couple,0,false
28,M,229,Célibataire,0,false
25,M,478,En_Couple,4,false
28,M,1286,Célibataire,0,false
56,M,592,Célibataire,0,false
67,M,235,Célibataire,0,false
30,F,583,En_Couple,1,false
54,M,722,En_Couple,1,false
63,M,764,En_Couple,4,false
29,M,185,Célibataire,0,false
77,F,520,En_Couple,3,false
63,M,519,En_Couple,2,false
28,M,439,Seule,3,false
18,M,183,En_Couple,2,false
25,F,480,Célibataire,0,false
25,M,575,En_Couple,1,false
42,F,194,En_Couple,3,false
32,M,591,En_Couple,3,false
50,M,1279,En_Couple,1,false
51,M,452,En_Couple,2,true
34,M,419,En_Couple,4,true
44,M,178,Célibataire,0,false
18,M,223,En_Couple,0,false
27,M,583,En_Couple,0,true
34,M,580,Célibataire,0,false
34,M,160,En_Couple,1,false
22,F,794,Marié(e),2,false
76,F,1080,Célibataire,0,false
45,M,570,En_Couple,0,false
26,F,198,En_Couple,3,false
46,M,458,En_Couple,1,false
22,F,421,En_Couple,2,false
24,M,234,En_Couple,1,false
59,M,797,En_Couple,0,false
77,M,1101,En_Couple,4,false
47,M,1001,En_Couple,4,false
42,F,1029,En_Couple,2,false
55,M,496,Célibataire,0,false
48,M,803,En_Couple,4,false
29,F,497,En_Couple,0,true
18,F,484,En_Couple,0,false
48,M,772,En_Couple,4,false
22,M,1347,Célibataire,0,false
23,M,545,En_Couple,0,true
76,M,182,Célibataire,0,false
69,M,1000,En_Couple,3,true
44,M,224,En_Couple,2,false
40,F,216,En_Couple,2,false
26,F,409,Célibataire,0,false
40,M,438,En_Couple,4,false
52,M,511,En_Couple,2,false
72,F,537,Célibataire,0,false
25,M,494,En_Couple,4,true
24,M,211,En_Couple,2,true
23,M,889,En_Couple,4,false
33,M,534,Célibataire,0,false
43,F,510,En_Couple,0,false
42,M,769,Célibataire,0,false
24,F,248,Célibataire,0,false
67,M,583,En_Couple,0,false
43,M,188,En_Couple,0,false
84,F,541,Célibataire,0,false
46,M,1118,En_Couple,3,false
58,F,400,En_Couple,3,false
25,F,502,En_Couple,2,true
19,M,1123,En_Couple,3,true
25,M,1304,En_Couple,4,true
72,M,463,En_Couple,0,false
23,F,1138,Célibataire,0,false
26,F,417,En_Couple,3,false
36,M,1092,En_Couple,0,false
19,M,211,En_Couple,2,true
61,F,213,Célibataire,0,false
21,F,413,En_Couple,2,false
22,M,170,En_Couple,2,false
53,M,884,En_Couple,0,true
55,M,570,Seule,2,false
57,M,485,En_Couple,2,false
31,F,945,Célibataire,0,false
40,M,552,En_Couple,3,true
45,M,236,Célibataire,0,false
35,M,536,Célibataire,0,false
60,F,878,Célibataire,0,false
34,M,1169,En_Couple,0,false
60,M,239,En_Couple,3,false
38,F,834,En_Couple,0,false
20,F,997,Célibataire,0,false
47,F,486,En_Couple,4,false
28,M,519,En_Couple,4,false
50,M,488,Célibataire,0,false
84,F,497,Célibataire,0,false
31,M,245,En_Couple,1,false
84,M,591,En_Couple,3,true
20,F,566,En_Couple,3,false
20,F,449,En_Couple,3,false
72,M,452,En_Couple,4,true
27,M,519,En_Couple,4,false
20,M,473,Célibataire,0,false
66,F,413,Célibataire,0,false
27,F,709,En_Couple,2,true
35,M,986,En_Couple,4,false
67,M,175,Seule,3,false
27,M,589,En_Couple,2,true
20,M,552,En_Couple,1,false
38,M,423,Célibataire,0,false
18,F,435,Célibataire,0,false
45,M,1346,En_Couple,0,false
34,F,900,Célibataire,0,false
30,F,550,En_Couple,4,false
44,M,460,Célibataire,0,false
31,M,480,En_Couple,3,false
42,M,414,En_Couple,1,false
32,M,158,En_Couple,1,true
58,M,777,Célibataire,0,false
51,M,506,Célibataire,0,false
52,M,409,Célibataire,0,false
66,M,456,En_Couple,1,false
76,F,233,En_Couple,0,false
49,M,566,Célibataire,0,false
44,M,168,Seule,1,false
43,M,700,Célibataire,0,false
40,F,571,Célibataire,0,false
48,M,582,En_Couple,1,false
67,M,581,Célibataire,0,false
26,M,525,Célibataire,0,false
18,M,429,Célibataire,0,false
56,M,855,Célibataire,0,false
42,F,151,En_Couple,4,false
38,M,175,En_Couple,0,true
23,F,577,En_Couple,1,false
58,M,899,Célibataire,0,false
31,M,201,En_Couple,0,true
43,F,411,En_Couple,1,false
30,M,504,Marié(e),0,true
59,M,429,Célibataire,0,false
63,M,474,En_Couple,3,false
56,M,460,Célibataire,0,false
53,F,1001,En_Couple,0,false
47,M,957,En_Couple,0,false
82,M,1005,Célibataire,0,false
52,F,179,Célibataire,0,false
76,M,243,En_Couple,3,false
41,F,437,Célibataire,0,false
21,F,1131,Célibataire,0,false
84,M,707,En_Couple,2,false
45,M,197,En_Couple,2,true
58,F,964,Célibataire,0,false
29,M,567,Seule,3,false
45,M,844,En_Couple,0,true
46,M,511,En_Couple,0,false
29,M,248,En_Couple,1,false
21,M,522,En_Couple,4,false
77,M,155,En_Couple,4,false
21,F,501,Célibataire,0,false
29,M,411,En_Couple,2,false
46,F,203,Célibataire,0,false
48,M,718,Célibataire,0,false
22,F,952,Célibataire,0,false
50,M,402,En_Couple,1,false
61,M,459,En_Couple,2,false
42,M,451,En_Couple,0,false
26,M,519,En_Couple,2,false
55,F,194,Seule,1,false
28,M,496,En_Couple,0,false
18,F,1051,En_Couple,4,true
27,M,406,En_Couple,1,false
69,M,432,Célibataire,0,false
44,M,849,Célibataire,0,false
67,F,540,En_Couple,2,false
62,M,189,En_Couple,1,false
50,F,886,En_Couple,1,true
18,M,497,En_Couple,2,true
58,M,585,En_Couple,4,true
33,M,233,Célibataire,0,false
75,M,426,Célibataire,0,false
18,M,152,En_Couple,2,false
44,M,529,En_Couple,2,true
29,F,528,En_Couple,2,false
62,M,495,En_Couple,0,false
55,F,527,En_Couple,1,false
45,M,233,Seul,0,false
23,F,457,En_Couple,0,false
40,F,826,En_Couple,4,false
29,M,591,En_Couple,2,false
35,M,527,En_Couple,2,false
19,M,489,En_Couple,2,false
45,M,561,Célibataire,0,false
55,M,1147,Célibataire,0,false
20,M,433,En_Couple,2,false
80,M,442,En_Couple,4,false
45,F,1043,En_Couple,1,false
47,F,410,Célibataire,0,false
20,F,1125,Célibataire,0,false
81,M,922,En_Couple,0,false
83,F,598,Célibataire,0,false
21,F,427,N/D,0,false
28,F,589,En_Couple,1,false
24,M,498,En_Couple,1,false
48,M,1017,En_Couple,1,false
27,M,1290,En_Couple,2,false
21,F,750,En_Couple,3,false
37,M,495,Seule,1,false
68,M,1377,Marié(e),0,false
39,M,1065,En_Couple,3,true
53,M,565,En_Couple,1,false
45,M,408,Célibataire,0,false
29,M,552,Seule,1,false
83,M,183,Célibataire,0,false
40,M,526,En_Couple,3,false
28,F,478,En_Couple,1,false
43,F,216,En_Couple,2,false
21,M,509,Célibataire,0,false
54,M,1077,En_Couple,0,false
82,M,745,En_Couple,1,false
24,F,566,Célibataire,0,false
27,M,450,En_Couple,1,false
71,M,1018,Célibataire,0,false
23,M,564,En_Couple,3,true
43,F,491,Célibataire,0,false
28,M,566,Célibataire,0,false
35,F,211,Célibataire,0,false
40,M,188,En_Couple,0,false
45,M,229,En_Couple,2,false
58,M,587,Célibataire,0,false
54,F,739,En_Couple,4,true
74,F,424,Célibataire,0,false
21,M,473,En_Couple,0,false
21,M,1273,En_Couple,4,false
18,M,534,En_Couple,2,true
53,F,1315,En_Couple,4,false
60,F,450,En_Couple,3,false
58,M,838,Célibataire,0,false
23,F,411,Célibataire,0,false
69,M,927,Célibataire,0,false
52,M,1234,Célibataire,0,false
19,M,228,En_Couple,1,false
52,M,198,En_Couple,1,true
76,M,565,Célibataire,0,false
65,M,1203,En_Couple,3,false
54,M,550,En_Couple,1,false
33,F,941,En_Couple,1,false
25,F,401,Célibataire,0,false
29,F,830,En_Couple,1,true
28,M,419,En_Couple,1,false
46,F,1285,Seule,1,false
26,M,471,En_Couple,0,true
42,F,967,Célibataire,0,false
27,F,1350,Célibataire,0,false
54,M,900,En_Couple,4,false
49,F,153,En_Couple,0,false
63,M,1175,Célibataire,0,false
30,M,713,En_Couple,4,true
36,F,190,En_Couple,1,true
25,M,197,Marié(e),0,true
18,M,528,Célibataire,0,false
24,M,483,En_Couple,1,false
54,F,455,En_Couple,0,false
40,M,542,En_Couple,4,false
50,M,1127,En_Couple,4,false
20,M,791,En_Couple,4,true
44,M,596,En_Couple,4,false
83,M,575,Seule,1,false
54,M,532,En_Couple,3,false
53,M,464,En_Couple,2,false
24,M,215,Célibataire,0,false
29,M,777,En_Couple,4,false
77,M,524,En_Couple,3,false
32,F,1083,Célibataire,0,false
19,M,502,Célibataire,0,false
57,M,235,Célibataire,0,false
49,M,468,En_Couple,1,true
39,F,476,En_Couple,2,false
33,M,472,En_Couple,3,false
29,M,180,En_Couple,0,false
29,M,588,Célibataire,0,false
72,F,208,En_Couple,3,false
37,M,219,En_Couple,2,false
31,M,439,En_Couple,0,false
34,M,853,En_Couple,1,false
84,F,883,En_Couple,4,false
40,F,1324,En_Couple,1,false
23,M,555,Célibataire,0,false
52,M,598,En_Couple,4,false
25,M,235,Célibataire,0,false
35,M,208,En_Couple,1,false
24,M,210,Célibataire,0,false
54,M,543,Seule,2,false
24,M,482,En_Couple,3,false
44,F,578,En_Couple,4,false
44,F,428,?,2,false
34,F,543,En_Couple,1,true
23,M,519,Célibataire,0,false
84,M,741,En_Couple,4,false
32,F,708,En_Couple,3,false
24,M,486,Célibataire,0,false
29,F,592,Célibataire,0,false
71,M,1370,En_Couple,4,false
57,_,510,En_Couple,1,false
82,F,491,Célibataire,0,false
82,M,449,En_Couple,2,false
57,F,582,Célibataire,0,false
70,M,709,En_Couple,0,false
37,M,1042,En_Couple,3,false
65,F,518,En_Couple,0,false
48,M,1346,En_Couple,0,true
73,F,152,En_Couple,4,false
50,F,536,Seule,1,false
32,M,499,Célibataire,0,false
34,M,1277,En_Couple,4,false
46,M,482,En_Couple,4,true
42,M,1240,En_Couple,1,false
32,M,474,En_Couple,0,true
82,F,468,En_Couple,2,false
73,F,414,En_Couple,3,false
27,M,547,En_Couple,4,false
23,M,703,Célibataire,0,false
19,M,590,En_Couple,0,false
19,M,189,En_Couple,1,false
31,M,486,En_Couple,4,false
58,M,1214,Célibataire,0,false
38,M,887,Célibataire,0,false
56,F,820,Célibataire,0,false
70,M,809,En_Couple,4,true
42,M,1014,Célibataire,0,false
70,M,1088,Célibataire,0,false
45,M,1244,Seule,1,false
25,F,530,En_Couple,1,false
45,F,1226,Célibataire,0,false
43,M,439,En_Couple,3,false
56,F,191,En_Couple,2,false
59,F,434,En_Couple,4,false
33,M,411,?,0,false
25,M,567,En_Couple,1,false
74,F,960,En_Couple,1,false
37,M,543,Célibataire,0,false
75,F,182,Célibataire,0,false
57,F,1284,En_Couple,2,false
41,M,425,Célibataire,0,false
23,F,175,En_Couple,2,true
41,M,219,Célibataire,0,false
18,F,407,En_Couple,2,true
25,M,525,En_Couple,2,false
60,M,532,En_Couple,3,false
26,M,168,Célibataire,0,false
67,F,818,Seule,1,false
18,M,1176,En_Couple,4,false
30,M,420,Célibataire,0,false
73,F,219,En_Couple,1,true
46,M,500,En_Couple,0,false
60,M,457,En_Couple,4,false
34,F,236,En_Couple,2,false
19,M,231,Célibataire,0,false
84,M,468,Célibataire,0,false
40,M,1027,Seule,2,false
76,F,952,Célibataire,0,false
24,M,1278,En_Couple,2,false
54,M,518,Seule,3,false
51,M,1020,Seule,2,false
46,M,914,Célibataire,0,false
81,M,181,En_Couple,3,false
42,M,456,Célibataire,0,false
54,F,731,Célibataire,0,false
68,M,1215,Célibataire,0,false
20,M,1117,Divorcée,3,false
29,M,1209,En_Couple,0,false
60,M,530,En_Couple,1,false
23,M,535,Célibataire,0,false
19,M,522,En_Couple,0,false
19,F,228,Célibataire,0,false
63,F,1095,En_Couple,1,false
26,M,484,Célibataire,0,false
21,F,573,Célibataire,0,false
59,M,564,Célibataire,0,false
72,M,163,En_Couple,0,false
57,M,861,En_Couple,1,false
64,M,231,En_Couple,4,true
71,M,988,Seule,2,false
81,M,1001,Célibataire,0,false
29,F,425,En_Couple,3,false
31,M,541,Célibataire,0,false
30,M,821,En_Couple,0,false
67,F,537,En_Couple,1,false
30,M,584,En_Couple,4,false
61,F,175,Célibataire,0,false
21,M,743,Célibataire,0,false
48,M,189,Célibataire,0,false
57,F,548,En_Couple,2,false
37,M,404,Seule,1,false
46,M,192,En_Couple,1,false
19,M,416,En_Couple,1,true
22,F,162,Célibataire,0,false
30,M,544,En_Couple,4,false
62,M,414,En_Couple,4,false
38,M,155,En_Couple,4,false
28,M,213,Célibataire,0,false
77,M,416,En_Couple,0,false
37,M,487,En_Couple,1,false
50,M,593,En_Couple,4,false
43,M,513,En_Couple,0,false
65,F,820,En_Couple,1,false
75,M,507,En_Couple,2,true
28,F,206,Célibataire,0,false
20,M,571,En_Couple,1,false
49,M,495,En_Couple,1,false
34,F,473,En_Couple,3,false
66,F,1163,En_Couple,0,false
45,M,223,En_Couple,4,false
39,M,828,Célibataire,0,false
32,F,806,En_Couple,0,false
45,F,520,Célibataire,0,false
35,F,183,En_Couple,3,true
42,M,1191,Célibataire,0,false
27,F,479,En_Couple,0,false
24,F,165,Célibataire,0,false
56,F,525,Célibataire,0,false
71,M,457,En_Couple,0,true
21,M,227,Célibataire,0,false
71,F,502,Célibataire,0,false
35,M,553,Seule,2,false
41,M,474,Célibataire,0,false
39,M,540,En_Couple,2,false
31,F,159,Célibataire,0,false
49,M,596,Seule,3,false
19,F,577,Célibataire,0,false
22,M,575,En_Couple,2,false
41,F,1043,En_Couple,2,false
25,M,171,En_Couple,0,false
21,M,1199,Célibataire,0,false
46,M,213,Célibataire,0,false
27,F,1033,En_Couple,1,false
36,F,540,Seule,1,false
44,F,412,En_Couple,2,true
43,F,527,En_Couple,2,true
80,M,718,En_Couple,2,false
68,M,481,En_Couple,1,false
31,M,531,En_Couple,4,false
44,M,161,Célibataire,0,false
65,M,484,Célibataire,0,false
37,F,215,En_Couple,4,false
36,M,1181,En_Couple,0,true
74,M,441,Célibataire,0,false
48,M,553,Célibataire,0,false
51,M,559,En_Couple,4,false
44,M,483,Célibataire,0,false
21,M,188,En_Couple,2,true
31,M,747,En_Couple,2,false
33,F,541,En_Couple,2,false
77,F,236,En_Couple,4,false
27,F,248,En_Couple,0,false
24,M,502,En_Couple,3,false
51,M,988,Célibataire,0,false
67,F,538,En_Couple,0,false
42,F,467,En_Couple,4,false
45,F,209,Célibataire,0,false
82,M,421,Célibataire,0,false
49,M,475,Célibataire,0,false
26,M,495,En_Couple,0,false
59,M,542,En_Couple,2,false
77,M,1331,En_Couple,3,false
32,F,242,En_Couple,0,true
33,F,1340,En_Couple,1,false
31,F,519,Célibataire,0,false
26,M,544,En_Couple,4,false
35,F,521,En_Couple,4,true
27,M,522,En_Couple,2,true
48,M,198,Célibataire,0,false
21,M,235,Divorcée,1,false
79,M,172,En_Couple,0,false
49,M,243,En_Couple,4,false
53,M,195,Célibataire,0,false
44,M,1043,En_Couple,0,false
44,F,185,En_Couple,1,true
32,M,719,En_Couple,0,false
66,M,247,En_Couple,0,false
54,F,462,En_Couple,0,false
37,M,543,En_Couple,0,false
48,M,596,En_Couple,1,true
80,M,196,Célibataire,0,false
43,F,522,En_Couple,2,true
63,M,554,Seule,3,false
57,M,243,Célibataire,0,false
72,F,1350,En_Couple,3,true
20,F,460,En_Couple,0,false
24,M,898,En_Couple,4,false
43,M,1202,Célibataire,0,false
22,F,791,En_Couple,0,false
31,M,540,En_Couple,0,true
67,F,828,En_Couple,0,true
44,M,162,En_Couple,0,false
21,M,733,Célibataire,0,false
65,M,157,En_Couple,1,false
44,M,497,En_Couple,1,false
44,M,580,Célibataire,0,false
45,M,771,Seule,3,false
36,M,410,En_Couple,3,false
64,F,531,Célibataire,0,false
18,M,593,Célibataire,0,false
74,F,230,Célibataire,0,false
24,F,181,Célibataire,0,false
72,M,1128,Seule,2,false
49,M,1196,Seule,2,false
30,M,564,En_Couple,4,false
43,M,899,En_Couple,4,false
23,M,754,En_Couple,2,false
25,M,1384,Célibataire,0,false
18,M,582,En_Couple,4,false
58,F,528,Célibataire,0,false
29,M,218,Célibataire,0,false
58,M,546,En_Couple,0,false
43,F,1137,En_Couple,0,false
45,F,552,En_Couple,3,false
23,F,437,En_Couple,4,true
80,M,1124,En_Couple,1,false
76,M,583,Célibataire,0,false
25,M,438,En_Couple,1,false
62,M,471,En_Couple,2,false
28,M,1318,Célibataire,0,false
80,M,933,Célibataire,0,false
40,F,560,En_Couple,4,false
51,M,509,En_Couple,1,false
39,M,948,En_Couple,1,false
41,M,504,Célibataire,0,false
44,M,202,En_Couple,1,true
35,M,505,En_Couple,1,false
53,F,219,En_Couple,4,false
62,M,230,En_Couple,0,false
53,M,1314,En_Couple,2,false
26,M,234,En_Couple,0,false
58,M,559,En_Couple,2,false
64,M,555,Célibataire,0,false
18,M,434,En_Couple,1,true
56,M,942,Seule,1,false
50,M,240,Célibataire,0,false
32,F,1015,En_Couple,1,false
34,M,425,En_Couple,0,false
63,M,243,En_Couple,1,false
36,M,1280,En_Couple,2,true
28,M,223,En_Couple,0,false
41,M,1296,En_Couple,1,true
50,M,502,En_Couple,4,false
62,M,162,Célibataire,0,false
28,M,915,En_Couple,1,false
18,F,464,Seule,3,false
56,M,473,Seule,1,false
50,F,544,Célibataire,0,false
42,M,210,En_Couple,0,false
23,M,457,En_Couple,1,false
35,M,480,Célibataire,0,false
39,F,201,En_Couple,0,true
35,M,1329,En_Couple,1,false
38,M,1209,Célibataire,0,false
54,M,1114,En_Couple,0,false
43,F,817,En_Couple,2,false
40,F,202,Célibataire,0,false
31,M,449,En_Couple,4,false
23,F,522,Célibataire,0,false
27,M,482,En_Couple,2,false
31,M,237,Seule,2,false
31,M,456,En_Couple,1,false
30,M,431,Célibataire,0,false
44,M,575,Célibataire,0,false
54,M,1397,Célibataire,0,false
34,F,543,En_Couple,1,false
54,M,488,En_Couple,1,false
19,M,543,En_Couple,0,false
29,M,503,En_Couple,3,true
27,M,1174,En_Couple,4,false
25,M,219,Seule,2,false
42,M,449,Seule,1,false
27,M,484,En_Couple,3,false
45,M,1010,En_Couple,2,false
34,M,1261,En_Couple,2,false
33,M,174,En_Couple,4,false
26,M,526,En_Couple,2,false
33,M,1308,Célibataire,0,false
41,M,459,Seule,2,false
45,F,585,Célibataire,0,false
24,F,428,En_Couple,2,false
56,M,865,En_Couple,0,false
21,M,167,En_Couple,2,false
67,F,582,En_Couple,2,false
27,M,593,Célibataire,0,false
18,M,156,En_Couple,4,false
19,M,965,Seule,1,false
19,M,401,Célibataire,0,false
41,M,401,Célibataire,0,false
80,F,1140,En_Couple,2,false
70,M,555,Célibataire,0,false
23,M,474,Célibataire,0,false
67,M,172,Célibataire,0,false
44,M,412,En_Couple,3,false
68,M,583,Célibataire,0,false
25,M,1330,En_Couple,0,false
28,F,430,En_Couple,0,false
37,M,419,En_Couple,3,false
44,M,466,Célibataire,0,false
45,F,188,En_Couple,1,true
39,F,402,En_Couple,4,true
31,M,432,En_Couple,0,false
54,F,599,En_Couple,0,false
51,F,184,En_Couple,0,false
55,M,532,En_Couple,4,false
75,M,1189,En_Couple,1,false
25,F,1379,Célibataire,0,false
56,F,1129,En_Couple,0,true
73,M,461,En_Couple,0,false
80,F,851,En_Couple,0,false
41,M,474,En_Couple,0,false
19,F,499,En_Couple,2,false
51,F,530,Célibataire,0,false
73,M,1255,En_Couple,2,true
73,M,212,Célibataire,0,false
23,F,573,En_Couple,0,false
50,M,1119,En_Couple,2,true
50,M,173,En_Couple,2,false
55,M,522,En_Couple,4,false
28,M,504,Célibataire,0,false
28,M,420,En_Couple,1,true
27,M,575,En_Couple,0,false
23,M,760,En_Couple,0,false
22,M,243,En_Couple,3,false
68,M,513,En_Couple,1,false
27,M,491,En_Couple,0,true
21,M,1323,Célibataire,0,false
61,M,491,En_Couple,2,false
58,F,213,En_Couple,3,false
55,M,542,En_Couple,3,false
35,M,539,En_Couple,2,false
47,M,1157,En_Couple,2,false
25,F,446,Seule,2,false
45,M,537,En_Couple,4,true
34,M,591,En_Couple,4,true
33,F,1250,En_Couple,1,false
39,M,188,En_Couple,2,false
32,M,939,Célibataire,0,false
18,F,580,Célibataire,0,false
32,M,441,En_Couple,1,false
29,F,435,En_Couple,1,false
64,F,513,En_Couple,3,false
24,M,468,Célibataire,0,false
18,F,552,Célibataire,0,false
30,M,882,En_Couple,1,false
33,M,237,Célibataire,0,false
23,F,479,Seule,3,false
28,M,243,En_Couple,4,false
66,F,812,En_Couple,0,false
67,M,598,En_Couple,1,false
25,M,957,En_Couple,2,false
70,F,417,En_Couple,0,false
24,M,509,En_Couple,1,false
25,M,539,En_Couple,1,false
